10,100,1000,10000,20000
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0001,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0017
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.002
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0006,0.0008
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0005,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0006,0.001
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0005,0.0011
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0013
0.0,0.0,0.0,0.0005,0.0008
0.0,0.0,0.0001,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0006,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0008
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0016,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0005,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0,0.0005,0.001
0.0,0.0,0.0,0.0004,0.0008
0.0,0.0,0.0,0.0004,0.0021
0.0,0.0,0.0,0.0004,0.001
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0001,0.0005,0.001
0.0,0.0,0.0,0.0004,0.0009
0.0,0.0,0.0001,0.0004,0.0009
0.0,0.0,0.0,0.0004,0.001
